time,x1,x2,y1,y2,x,y
97,1416.2506103515625,692.06982421875,1516.02587890625,788.133544921875,1054.1602172851562,1152.0797119140625
100,1414.5780029296875,674.9241943359375,1517.6744384765625,786.7417602539062,1044.7510986328125,1152.2080993652344
101,1411.97802734375,667.7724609375,1519.4410400390625,791.5810546875,1039.875244140625,1155.5110473632812
102,1410.5863037109375,670.076171875,1519.355224609375,793.1397094726562,1040.3312377929688,1156.2474670410156
105,1412.4210205078125,684.5394897460938,1516.6751708984375,794.055419921875,1048.4802551269531,1155.3652954101562
106,1412.982177734375,674.3418579101562,1516.288818359375,794.2628173828125,1043.6620178222656,1155.2758178710938
108,1413.2899169921875,669.9859008789062,1516.146484375,796.3854370117188,1041.6379089355469,1156.2659606933594
109,1411.1529541015625,663.3247680664062,1516.9659423828125,803.6396484375,1037.2388610839844,1160.3027954101562
110,1409.43310546875,656.590576171875,1517.5609130859375,806.8590087890625,1033.0118408203125,1162.2099609375
111,1407.94091796875,651.5338745117188,1517.59912109375,808.4527587890625,1029.7373962402344,1163.0259399414062
112,1406.515869140625,652.1217041015625,1517.684326171875,809.4598388671875,1029.3187866210938,1163.5720825195312
113,1407.6676025390625,653.316650390625,1518.55712890625,810.2091064453125,1030.4921264648438,1164.3831176757812
114,1405.6300048828125,649.0823364257812,1518.7431640625,809.1472778320312,1027.3561706542969,1163.9452209472656
115,1408.4296875,641.216796875,1521.95703125,818.6727905273438,1024.8232421875,1170.3149108886719
116,1402.1177978515625,648.1136474609375,1528.6744384765625,813.7666625976562,1025.11572265625,1171.2205505371094
117,1399.4371337890625,649.0582275390625,1538.055908203125,819.2175903320312,1024.2476806640625,1178.6367492675781
118,1399.582763671875,635.91162109375,1534.832763671875,821.4686889648438,1017.7471923828125,1178.1507263183594
119,1400.3909912109375,638.0557861328125,1536.131103515625,821.383544921875,1019.223388671875,1178.75732421875
120,1398.9107666015625,640.95849609375,1538.7568359375,825.2660522460938,1019.9346313476562,1182.0114440917969
121,1399.1982421875,644.0863037109375,1531.500244140625,825.687744140625,1021.6422729492188,1178.593994140625
122,1397.1470947265625,639.7993774414062,1525.5574951171875,824.321044921875,1018.4732360839844,1174.9392700195312
123,1394.537841796875,645.7755737304688,1531.787353515625,827.1500244140625,1020.1567077636719,1179.4686889648438
124,1396.246337890625,639.616943359375,1525.52685546875,823.2464599609375,1017.931640625,1174.3866577148438
125,1397.6124267578125,644.6307373046875,1524.377197265625,823.796875,1021.12158203125,1174.0870361328125
126,1396.903564453125,656.2144775390625,1525.4429931640625,829.9068603515625,1026.5590209960938,1177.6749267578125
127,1397.8121337890625,644.5761108398438,1529.6605224609375,836.8192749023438,1021.1941223144531,1183.2398986816406
128,1394.9444580078125,643.4508056640625,1523.5584716796875,836.2359619140625,1019.1976318359375,1179.897216796875
129,1388.5572509765625,639.7632446289062,1520.874267578125,845.7118530273438,1014.1602478027344,1183.2930603027344
130,1386.666259765625,638.6173095703125,1518.147705078125,844.5201416015625,1012.6417846679688,1181.3339233398438
131,1384.3153076171875,631.4088134765625,1519.002197265625,847.2211303710938,1007.862060546875,1183.1116638183594
132,1384.0904541015625,631.5404663085938,1517.378173828125,852.10107421875,1007.8154602050781,1184.7396240234375
133,1383.1795654296875,633.3484497070312,1518.19921875,848.8319091796875,1008.2640075683594,1183.5155639648438
134,1383.4249267578125,641.3385620117188,1512.5970458984375,854.385498046875,1012.3817443847656,1183.4912719726562
135,1386.3216552734375,637.6688232421875,1514.8074951171875,852.949951171875,1011.9952392578125,1183.8787231445312
136,1386.1651611328125,640.7175903320312,1515.8529052734375,855.7658081054688,1013.4413757324219,1185.8093566894531
137,1382.954833984375,642.2138061523438,1514.1231689453125,855.7327880859375,1012.5843200683594,1184.927978515625
138,1376.8670654296875,639.7633056640625,1510.8944091796875,860.7401733398438,1008.315185546875,1185.8172912597656
139,1376.427978515625,641.9183349609375,1511.1815185546875,859.8151245117188,1009.1731567382812,1185.4983215332031
140,1376.9664306640625,650.3735961914062,1512.5787353515625,858.7890014648438,1013.6700134277344,1185.6838684082031
141,1382.3629150390625,657.7940673828125,1509.6241455078125,854.4259643554688,1020.0784912109375,1182.0250549316406
142,1388.6492919921875,656.1248168945312,1508.1845703125,864.6105346679688,1022.3870544433594,1186.3975524902344
143,1384.3907470703125,660.7344360351562,1505.9864501953125,859.3207397460938,1022.5625915527344,1182.6535949707031
144,1378.174072265625,645.4268798828125,1506.3197021484375,874.123779296875,1011.8004760742188,1190.2217407226562
145,1376.101318359375,649.159423828125,1504.79638671875,879.6641235351562,1012.63037109375,1192.2302551269531
146,1375.211669921875,648.1492919921875,1505.97900390625,876.6195068359375,1011.6804809570312,1191.2992553710938
147,1378.4935302734375,644.853759765625,1506.3172607421875,887.8345336914062,1011.6736450195312,1197.0758972167969
150,1376.7740478515625,663.8736572265625,1506.9202880859375,892.4612426757812,1020.3238525390625,1199.6907653808594
152,1370.961669921875,661.8696899414062,1505.7152099609375,893.4977416992188,1016.4156799316406,1199.6064758300781
153,1368.4923095703125,664.8821411132812,1501.969970703125,898.4514770507812,1016.6872253417969,1200.2107238769531
161,1361.572265625,665.8125610351562,1498.7098388671875,917.7603759765625,1013.6924133300781,1208.235107421875
162,1354.849853515625,661.862548828125,1498.9925537109375,911.0203857421875,1008.356201171875,1205.0064697265625
181,1340.5986328125,678.0289306640625,1490.4752197265625,893.0740356445312,1009.3137817382812,1191.7746276855469
184,1335.2059326171875,682.6049194335938,1487.73681640625,906.4539184570312,1008.9054260253906,1197.0953674316406
185,1334.988037109375,683.9785766601562,1487.2772216796875,905.5614624023438,1009.4833068847656,1196.4193420410156
186,1329.907958984375,683.2606811523438,1487.6070556640625,901.0012817382812,1006.5843200683594,1194.3041687011719
189,1327.060546875,682.1403198242188,1486.3304443359375,908.6495361328125,1004.6004333496094,1197.489990234375
190,1324.6494140625,681.195556640625,1483.1591796875,906.0573120117188,1002.9224853515625,1194.6082458496094
192,1325.1961669921875,683.9822387695312,1483.631103515625,909.80419921875,1004.5892028808594,1196.7176513671875
193,1320.9349365234375,682.909912109375,1484.885498046875,913.6719360351562,1001.9224243164062,1199.2787170410156
194,1320.2664794921875,685.1316528320312,1483.073974609375,907.5220336914062,1002.6990661621094,1195.2980041503906
195,1319.7220458984375,686.7620849609375,1481.129150390625,915.5205688476562,1003.2420654296875,1198.3248596191406
196,1316.58740234375,685.0488891601562,1480.0020751953125,918.8099365234375,1000.8181457519531,1199.406005859375
197,1315.1524658203125,685.64208984375,1483.1500244140625,918.848876953125,1000.3972778320312,1200.9994506835938
198,1314.1563720703125,687.08935546875,1482.0435791015625,917.466796875,1000.6228637695312,1199.7551879882812
199,1314.3489990234375,687.4398193359375,1483.1187744140625,918.4720458984375,1000.8944091796875,1200.79541015625
200,1312.591552734375,687.769287109375,1484.4986572265625,918.5621948242188,1000.180419921875,1201.5304260253906
201,1311.7845458984375,692.3464965820312,1478.7379150390625,919.0621948242188,1002.0655212402344,1198.9000549316406
202,1308.2691650390625,697.9554443359375,1474.669189453125,919.8580322265625,1003.1123046875,1197.2636108398438
203,1303.749755859375,690.6982421875,1475.6015625,920.4051513671875,997.2239990234375,1198.0033569335938
204,1303.919677734375,692.1038818359375,1473.9039306640625,920.4818115234375,998.0117797851562,1197.19287109375
205,1302.6207275390625,692.9668579101562,1475.81103515625,918.4136352539062,997.7937927246094,1197.1123352050781
206,1298.13525390625,696.5364990234375,1474.4619140625,921.6780395507812,997.3358764648438,1198.0699768066406
207,1302.822265625,698.0094604492188,1465.05224609375,924.5572509765625,1000.4158630371094,1194.8047485351562
208,1299.6302490234375,701.2769165039062,1464.486572265625,927.7278442382812,1000.4535827636719,1196.1072082519531
209,1294.9661865234375,706.1044921875,1463.24365234375,935.5266723632812,1000.5353393554688,1199.3851623535156
210,1295.7353515625,705.4658813476562,1469.809326171875,936.876220703125,1000.6006164550781,1203.3427734375
211,1292.098388671875,706.7288818359375,1464.917724609375,942.686279296875,999.4136352539062,1203.802001953125
